eval_index,frame_original_index,mask_original_index,pred_path,gt_path,mask_path,pred_name,gt_name,mask_name,pred_stem,gt_stem,mask_stem,pred_orig_size,gt_orig_size,mask_orig_size,pred_gt_same_name,gt_mask_same_name,mask_ratio,hole_pixels,PSNR_all,PSNR_hole,SSIM_all,SSIM_hole,PSNR_nomask,SSIM_nomask,LPIPS,nonmask_dil30_ratio,PSNR_nonmask_dil30,SSIM_nonmask_dil30,hole_psnr_gt_all,jump_image,jump_mask,gt_original_index,aligned_pair
774,774,774,results/B_mask_20_30_reliability_inference/line_debug/0193_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01548.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005620.png,0193_reliability.png,01548.jpg,0005620.png,0193_reliability,01548,0005620,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2837677001953125,18597,10.097098024829332,9.614791619549012,0.056941598653793335,0.06687106937170029,10.304053338323849,0.05498195067048073,0.7138171195983887,0.35791015625,9.915320779588638,0.058527927845716476,False,0,0,774,pred[774] <-> gt[774] <-> mask[774]
775,775,775,results/B_mask_20_30_reliability_inference/line_debug/0193_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01550.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005633.png,0193_soft.png,01550.jpg,0005633.png,0193_soft,01550,0005633,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2935333251953125,19237,10.085698252038606,9.688856445288783,0.05465635284781456,0.06720035523176193,10.261877209653136,0.043472595512866974,0.7225497961044312,0.22027587890625,11.78964696284308,0.0634322538971901,False,0,0,775,pred[775] <-> gt[775] <-> mask[775]
776,776,776,results/B_mask_20_30_reliability_inference/frames/0194.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01552.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005655.png,0194.png,01552.jpg,0005655.png,0194,01552,0005655,"[256, 256]","[256, 256]","[256, 256]",False,False,0.269561767578125,17666,11.38624615384844,12.53392895331056,0.23767326772212982,0.24563068151474,11.029139228200073,0.23231762647628784,0.8330222368240356,0.172149658203125,11.0164357450546,0.23975634574890137,True,0,0,776,pred[776] <-> gt[776] <-> mask[776]
777,777,777,results/B_mask_20_30_reliability_inference/line_debug/0194_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01554.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005669.png,0194_center.png,01554.jpg,0005669.png,0194_center,01554,0005669,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2102813720703125,13781,9.490228370833188,8.714994489108756,0.040336694568395615,0.044358182698488235,9.722315888695437,0.04491691663861275,0.7045201659202576,0.1795501708984375,12.262443634207976,0.05765581130981445,False,0,0,777,pred[777] <-> gt[777] <-> mask[777]
778,778,778,results/B_mask_20_30_reliability_inference/line_debug/0194_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01556.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005675.png,0194_reliability.png,01556.jpg,0005675.png,0194_reliability,01556,0005675,"[256, 256]","[256, 256]","[256, 256]",False,False,0.228912353515625,15002,9.408558251483386,7.928937739330994,0.06150200590491295,0.06150200590491295,9.966232581179694,0.05942048132419586,0.710081160068512,0.2349090576171875,8.373894776694764,0.06150200590491295,False,0,0,778,pred[778] <-> gt[778] <-> mask[778]
779,779,779,results/B_mask_20_30_reliability_inference/line_debug/0194_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01558.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005683.png,0194_soft.png,01558.jpg,0005683.png,0194_soft,01558,0005683,"[256, 256]","[256, 256]","[256, 256]",False,False,0.211273193359375,13846,9.382923361194967,10.804909261801418,0.06359010189771652,0.07976377755403519,9.069670463300408,0.05556522682309151,0.7183678150177002,0.317352294921875,11.041483911923894,0.06592380255460739,True,0,0,779,pred[779] <-> gt[779] <-> mask[779]
780,780,780,results/B_mask_20_30_reliability_inference/frames/0195.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01560.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005684.png,0195.png,01560.jpg,0005684.png,0195,01560,0005684,"[256, 256]","[256, 256]","[256, 256]",False,False,0.225616455078125,14786,10.939486740593075,9.356636597256632,0.25735774636268616,0.24377036094665527,11.534915702718123,0.2704674303531647,0.8052971363067627,0.2586517333984375,11.658911779709392,0.2660018503665924,False,0,0,780,pred[780] <-> gt[780] <-> mask[780]
781,781,781,results/B_mask_20_30_reliability_inference/line_debug/0195_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01562.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005686.png,0195_center.png,01562.jpg,0005686.png,0195_center,01562,0005686,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2970733642578125,19469,9.462959528711854,12.192436424912287,0.04308265447616577,0.04609747603535652,8.681304913252358,0.03783181309700012,0.7008009552955627,0.3230743408203125,10.792856955460657,0.04308265447616577,True,0,0,781,pred[781] <-> gt[781] <-> mask[781]
782,782,782,results/B_mask_20_30_reliability_inference/line_debug/0195_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01564.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005691.png,0195_reliability.png,01564.jpg,0005691.png,0195_reliability,01564,0005691,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2483062744140625,16273,9.887141519266802,12.650400591270074,0.0615389458835125,0.08098029345273972,9.259453106148664,0.04755137488245964,0.7037664651870728,0.364532470703125,10.847689837961905,0.06300845742225647,True,0,0,782,pred[782] <-> gt[782] <-> mask[782]
783,783,783,results/B_mask_20_30_reliability_inference/line_debug/0195_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01566.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005722.png,0195_soft.png,01566.jpg,0005722.png,0195_soft,01566,0005722,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2551727294921875,16723,9.954742023759428,9.79366663198666,0.06191857531666756,0.0632726326584816,10.011328483536113,0.06608131527900696,0.7189719676971436,0.32403564453125,10.00996159386518,0.06281182169914246,False,0,0,783,pred[783] <-> gt[783] <-> mask[783]
784,784,784,results/B_mask_20_30_reliability_inference/frames/0196.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01568.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005724.png,0196.png,01568.jpg,0005724.png,0196,01568,0005724,"[256, 256]","[256, 256]","[256, 256]",False,False,0.25146484375,16480,11.79624082313307,12.437407713740306,0.25472256541252136,0.24995045363903046,11.60047105746189,0.2615804672241211,0.785590648651123,0.299072265625,11.17541820959842,0.26306581497192383,True,0,0,784,pred[784] <-> gt[784] <-> mask[784]
785,785,785,results/B_mask_20_30_reliability_inference/line_debug/0196_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01570.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005728.png,0196_center.png,01570.jpg,0005728.png,0196_center,01570,0005728,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2886199951171875,18915,9.016757072555796,7.454287622941404,0.03437439724802971,0.035666678100824356,9.855783935595309,0.04188372567296028,0.8016167879104614,0.205596923828125,9.144012312213569,0.03459979593753815,False,0,0,785,pred[785] <-> gt[785] <-> mask[785]
786,786,786,results/B_mask_20_30_reliability_inference/line_debug/0196_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01572.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005730.png,0196_reliability.png,01572.jpg,0005730.png,0196_reliability,01572,0005730,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2353363037109375,15423,9.011219299306083,8.68452326436827,0.049324046820402145,0.058284465223550797,9.116919272868177,0.05203060060739517,0.7908480167388916,0.248382568359375,10.2014692260068,0.050634969025850296,False,0,0,786,pred[786] <-> gt[786] <-> mask[786]
787,787,787,results/B_mask_20_30_reliability_inference/line_debug/0196_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01574.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005736.png,0196_soft.png,01574.jpg,0005736.png,0196_soft,01574,0005736,"[256, 256]","[256, 256]","[256, 256]",False,False,0.22686767578125,14868,8.66234186397374,11.882924273932067,0.04291216656565666,0.06552521139383316,8.041583330628248,0.034626126289367676,0.7905110716819763,0.3302764892578125,11.094301484608573,0.054422080516815186,True,0,0,787,pred[787] <-> gt[787] <-> mask[787]
788,788,788,results/B_mask_20_30_reliability_inference/frames/0197.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01576.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005737.png,0197.png,01576.jpg,0005737.png,0197,01576,0005737,"[256, 256]","[256, 256]","[256, 256]",False,False,0.22540283203125,14772,11.93872653475266,11.390206416010995,0.23515193164348602,0.23328900337219238,12.112282442524078,0.24998565018177032,0.7647100687026978,0.2671356201171875,11.637855239244619,0.23489896953105927,False,0,0,788,pred[788] <-> gt[788] <-> mask[788]
789,789,789,results/B_mask_20_30_reliability_inference/line_debug/0197_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01578.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005744.png,0197_center.png,01578.jpg,0005744.png,0197_center,01578,0005744,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2601776123046875,17051,8.189153883817731,5.956470565608601,0.02869502268731594,0.027270205318927765,9.360321526495543,0.03542175889015198,0.7521155476570129,0.29083251953125,8.345719101391333,0.02869502268731594,False,0,0,789,pred[789] <-> gt[789] <-> mask[789]
790,790,790,results/B_mask_20_30_reliability_inference/line_debug/0197_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01580.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005747.png,0197_reliability.png,01580.jpg,0005747.png,0197_reliability,01580,0005747,"[256, 256]","[256, 256]","[256, 256]",False,False,0.243743896484375,15974,8.025273551483657,9.576813813837274,0.04412845894694328,0.044641729444265366,7.623912409326026,0.04506736248731613,0.7797136306762695,0.298675537109375,7.48289030267194,0.0548052079975605,True,0,0,790,pred[790] <-> gt[790] <-> mask[790]
791,791,791,results/B_mask_20_30_reliability_inference/line_debug/0197_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01582.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005750.png,0197_soft.png,01582.jpg,0005750.png,0197_soft,01582,0005750,"[256, 256]","[256, 256]","[256, 256]",False,False,0.234710693359375,15382,7.861327894301118,7.300163430507794,0.03721151128411293,0.0504445917904377,8.049047379476086,0.03834697976708412,0.779839813709259,0.2765045166015625,8.401355050189114,0.0454108901321888,False,0,0,791,pred[791] <-> gt[791] <-> mask[791]
792,792,792,results/B_mask_20_30_reliability_inference/frames/0198.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01584.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005766.png,0198.png,01584.jpg,0005766.png,0198,01584,0005766,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2014007568359375,13199,11.848494839590089,11.126565502870335,0.228221595287323,0.22892145812511444,12.051226154710308,0.2274266928434372,0.7937378287315369,0.3299560546875,11.511577456050055,0.228221595287323,False,0,0,792,pred[792] <-> gt[792] <-> mask[792]
793,793,793,results/B_mask_20_30_reliability_inference/line_debug/0198_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01586.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005771.png,0198_center.png,01586.jpg,0005771.png,0198_center,01586,0005771,"[256, 256]","[256, 256]","[256, 256]",False,False,0.25030517578125,16404,7.814611658407205,6.74730501157587,0.01945650577545166,0.006809050217270851,8.2386049217961,0.023427551612257957,0.7763002514839172,0.1827545166015625,7.995662573751048,0.01599416695535183,False,0,0,793,pred[793] <-> gt[793] <-> mask[793]
794,794,794,results/B_mask_20_30_reliability_inference/line_debug/0198_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01588.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005772.png,0198_reliability.png,01588.jpg,0005772.png,0198_reliability,01588,0005772,"[256, 256]","[256, 256]","[256, 256]",False,False,0.279998779296875,18350,7.988860035929562,7.9357023542571445,0.03082364797592163,0.03188455477356911,8.009709416045473,0.032968468964099884,0.7774774432182312,0.369171142578125,8.015206497017639,0.03082364797592163,False,0,0,794,pred[794] <-> gt[794] <-> mask[794]
795,795,795,results/B_mask_20_30_reliability_inference/line_debug/0198_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01590.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005777.png,0198_soft.png,01590.jpg,0005777.png,0198_soft,01590,0005777,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2627410888671875,17219,7.977313074825253,7.118630032940408,0.03174183890223503,0.032503392547369,8.329583858429977,0.03863167390227318,0.7742007970809937,0.2821502685546875,8.583775942169344,0.03174183890223503,False,0,0,795,pred[795] <-> gt[795] <-> mask[795]
796,796,796,results/B_mask_20_30_reliability_inference/frames/0199.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01592.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005789.png,0199.png,01592.jpg,0005789.png,0199,01592,0005789,"[256, 256]","[256, 256]","[256, 256]",False,False,0.259002685546875,16974,12.012784640583057,11.99089301879541,0.22221295535564423,0.2183419018983841,12.020462465146924,0.22649863362312317,0.7971929907798767,0.39703369140625,12.091888512150666,0.22438661754131317,False,0,0,796,pred[796] <-> gt[796] <-> mask[796]
797,797,797,results/B_mask_20_30_reliability_inference/line_debug/0199_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01594.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005812.png,0199_center.png,01594.jpg,0005812.png,0199_center,01594,0005812,"[256, 256]","[256, 256]","[256, 256]",False,False,0.21588134765625,14148,7.740613032304621,7.462348923087049,0.016587896272540092,0.018499212339520454,7.820460703885805,0.015354186296463013,0.7680342793464661,0.248565673828125,8.018437803527942,0.019989144057035446,False,0,0,797,pred[797] <-> gt[797] <-> mask[797]
798,798,798,results/B_mask_20_30_reliability_inference/line_debug/0199_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01596.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005813.png,0199_reliability.png,01596.jpg,0005813.png,0199_reliability,01596,0005813,"[256, 256]","[256, 256]","[256, 256]",False,False,0.268218994140625,17578,8.081548988428967,7.83855229046315,0.023339569568634033,0.022772377356886864,8.174133088716342,0.02127249725162983,0.758470892906189,0.2938995361328125,7.740660967263413,0.02241550385951996,False,0,0,798,pred[798] <-> gt[798] <-> mask[798]
799,799,799,results/B_mask_20_30_reliability_inference/line_debug/0199_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01598.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005814.png,0199_soft.png,01598.jpg,0005814.png,0199_soft,01598,0005814,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2138824462890625,14017,8.125148206541116,6.245856495131205,0.025900879874825478,0.027535175904631615,8.817258030220959,0.029297884553670883,0.7679058313369751,0.154296875,7.7817274921245305,0.02594600059092045,False,0,0,799,pred[799] <-> gt[799] <-> mask[799]
800,800,800,results/B_mask_20_30_reliability_inference/frames/0200.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01600.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005824.png,0200.png,01600.jpg,0005824.png,0200,01600,0005824,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2225189208984375,14583,12.180500464081865,11.271035131283822,0.2196589857339859,0.2327684611082077,12.480159071749334,0.2173430323600769,0.7885939478874207,0.2169189453125,11.634267722140276,0.23710183799266815,False,0,0,800,pred[800] <-> gt[800] <-> mask[800]
801,801,801,results/B_mask_20_30_reliability_inference/line_debug/0200_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01602.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005835.png,0200_center.png,01602.jpg,0005835.png,0200_center,01602,0005835,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2046661376953125,13413,7.990265182658432,7.57503423797528,0.020381705835461617,0.01931564323604107,8.103865597035734,0.02136913686990738,0.7840508222579956,0.2626800537109375,8.157411983611262,0.026611633598804474,False,0,0,801,pred[801] <-> gt[801] <-> mask[801]
802,802,802,results/B_mask_20_30_reliability_inference/line_debug/0200_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01604.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005837.png,0200_reliability.png,01604.jpg,0005837.png,0200_reliability,01604,0005837,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2321624755859375,15215,8.165826654200464,8.781333065098657,0.038542911410331726,0.025435207411646843,7.995686232940285,0.039522234350442886,0.7627716064453125,0.291778564453125,8.203679747440697,0.0385703407227993,True,0,0,802,pred[802] <-> gt[802] <-> mask[802]
803,803,803,results/B_mask_20_30_reliability_inference/line_debug/0200_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01606.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005840.png,0200_soft.png,01606.jpg,0005840.png,0200_soft,01606,0005840,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2219696044921875,14547,8.206431616393491,7.566131559584022,0.04101395234465599,0.026076441630721092,8.407860573011215,0.0445220023393631,0.7603792548179626,0.20892333984375,8.116577173442126,0.037349190562963486,False,0,0,803,pred[803] <-> gt[803] <-> mask[803]
804,804,804,results/B_mask_20_30_reliability_inference/frames/0201.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01608.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005866.png,0201.png,01608.jpg,0005866.png,0201,01608,0005866,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2298126220703125,15061,13.073844098402425,11.213919366416192,0.30568990111351013,0.24715983867645264,13.828538746311981,0.32515206933021545,0.7600386142730713,0.2002105712890625,12.274114261072322,0.256326287984848,False,0,0,804,pred[804] <-> gt[804] <-> mask[804]
805,805,805,results/B_mask_20_30_reliability_inference/line_debug/0201_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01610.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005872.png,0201_center.png,01610.jpg,0005872.png,0201_center,01610,0005872,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2033233642578125,13325,7.840732179682841,7.774320221996116,0.014106598682701588,0.01665789633989334,7.857846053984298,0.015257228165864944,0.7653340101242065,0.2766571044921875,8.824637594951914,0.016948767006397247,False,0,0,805,pred[805] <-> gt[805] <-> mask[805]
806,806,806,results/B_mask_20_30_reliability_inference/line_debug/0201_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01612.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005874.png,0201_reliability.png,01612.jpg,0005874.png,0201_reliability,01612,0005874,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2275238037109375,14911,7.89333656879897,6.689637131571452,0.027659090235829353,0.018080977723002434,8.322388248561264,0.03144008293747902,0.7470325231552124,0.284088134765625,6.948146954125523,0.02236328274011612,False,0,0,806,pred[806] <-> gt[806] <-> mask[806]
807,807,807,results/B_mask_20_30_reliability_inference/line_debug/0201_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01614.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005880.png,0201_soft.png,01614.jpg,0005880.png,0201_soft,01614,0005880,"[256, 256]","[256, 256]","[256, 256]",False,False,0.229522705078125,15042,7.574599127420729,7.537224236717154,0.021824657917022705,0.01952279359102249,7.585795121579411,0.027531078085303307,0.7430628538131714,0.3582763671875,7.32377769060432,0.021824657917022705,False,0,0,807,pred[807] <-> gt[807] <-> mask[807]
808,808,808,results/B_mask_20_30_reliability_inference/frames/0202.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01616.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005884.png,0202.png,01616.jpg,0005884.png,0202,01616,0005884,"[256, 256]","[256, 256]","[256, 256]",False,False,0.218841552734375,14342,11.962759807562911,13.840694703124347,0.34647253155708313,0.34792959690093994,11.555357483218245,0.3079518675804138,0.7350576519966125,0.2464447021484375,11.982598200803753,0.3568452298641205,True,0,0,808,pred[808] <-> gt[808] <-> mask[808]
809,809,809,results/B_mask_20_30_reliability_inference/line_debug/0202_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01618.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005888.png,0202_center.png,01618.jpg,0005888.png,0202_center,01618,0005888,"[256, 256]","[256, 256]","[256, 256]",False,False,0.205841064453125,13490,6.807098149831642,6.121736156009733,0.005976957734674215,0.0044143605045974255,7.0039171474745014,0.007102166302502155,0.8014701008796692,0.254913330078125,6.55555721590039,0.005368109792470932,False,0,0,809,pred[809] <-> gt[809] <-> mask[809]
810,810,810,results/B_mask_20_30_reliability_inference/line_debug/0202_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01620.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005894.png,0202_reliability.png,01620.jpg,0005894.png,0202_reliability,01620,0005894,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2374114990234375,15559,6.796201376781932,6.564934647366511,0.011941537261009216,0.013036820106208324,6.870788351452452,0.011034068651497364,0.793677568435669,0.3008575439453125,7.79114641950766,0.012233792804181576,False,0,0,810,pred[810] <-> gt[810] <-> mask[810]
811,811,811,results/B_mask_20_30_reliability_inference/line_debug/0202_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01622.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005903.png,0202_soft.png,01622.jpg,0005903.png,0202_soft,01622,0005903,"[256, 256]","[256, 256]","[256, 256]",False,False,0.24151611328125,15828,6.585345685565108,6.011700640270994,0.008716898038983345,0.005949579644948244,6.785144350718887,0.009966855868697166,0.8376211524009705,0.2906646728515625,6.546203494830147,0.007613878697156906,False,0,0,811,pred[811] <-> gt[811] <-> mask[811]
812,812,812,results/B_mask_20_30_reliability_inference/frames/0203.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01624.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005915.png,0203.png,01624.jpg,0005915.png,0203,01624,0005915,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2277069091796875,14923,10.512915733045773,9.805043664178255,0.3757990300655365,0.38680800795555115,10.74573085347512,0.37652069330215454,0.7770181894302368,0.372314453125,9.919359368725475,0.3757990300655365,False,0,0,812,pred[812] <-> gt[812] <-> mask[812]
813,813,813,results/B_mask_20_30_reliability_inference/line_debug/0203_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01626.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005917.png,0203_center.png,01626.jpg,0005917.png,0203_center,01626,0005917,"[256, 256]","[256, 256]","[256, 256]",False,False,0.28900146484375,18940,6.22160995310969,8.071188055769362,0.002171075902879238,0.0035955000203102827,5.648878069897374,0.0011114972876384854,0.8830990791320801,0.273101806640625,6.98579521842862,0.003207065165042877,True,0,0,813,pred[813] <-> gt[813] <-> mask[813]
814,814,814,results/B_mask_20_30_reliability_inference/line_debug/0203_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01628.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005920.png,0203_reliability.png,01628.jpg,0005920.png,0203_reliability,01628,0005920,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2714385986328125,17789,6.5056042655001765,5.983172636144353,0.007772864308208227,0.007928618229925632,6.717523691800129,0.007981224916875362,0.8851450085639954,0.313934326171875,6.555987642400293,0.007772864308208227,False,0,0,814,pred[814] <-> gt[814] <-> mask[814]
815,815,815,results/B_mask_20_30_reliability_inference/line_debug/0203_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01630.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005932.png,0203_soft.png,01630.jpg,0005932.png,0203_soft,01630,0005932,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2149658203125,14088,6.378855141330373,5.0384216087367335,0.00626417389139533,0.00626417389139533,6.831662673829955,0.007082984782755375,0.8721099495887756,0.2180938720703125,5.418514777563973,0.00626417389139533,False,0,0,815,pred[815] <-> gt[815] <-> mask[815]
816,816,816,results/B_mask_20_30_reliability_inference/frames/0204.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01632.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005962.png,0204.png,01632.jpg,0005962.png,0204,01632,0005962,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2061309814453125,13509,10.023907844870267,11.12925260678116,0.3982803523540497,0.3982803523540497,9.777630119919001,0.39968517422676086,0.7656222581863403,0.3990936279296875,10.059220618323323,0.3982803523540497,True,0,0,816,pred[816] <-> gt[816] <-> mask[816]
817,817,817,results/B_mask_20_30_reliability_inference/line_debug/0204_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/01634.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0005966.png,0204_center.png,01634.jpg,0005966.png,0204_center,01634,0005966,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2775421142578125,18189,5.912513277165914,5.254413915377844,0.001992699457332492,0.001992699457332492,6.1944478266027625,0.002000429667532444,0.8829578161239624,0.330291748046875,5.370071787496561,0.001992699457332492,False,0,0,817,pred[817] <-> gt[817] <-> mask[817]
